Player,Pos,Team,Total Value,APY,TotalGuaranteed,AVGGuranteeYear, %Guaranteed,,23624.82895,456 IN LOWER CLASS,,23.218,,,,
Josh Downs,WR,Colts,5520456,1380114,1014876,253719,0.18,,,,,,,,,
Kyle Trask,QB,Buccaneers,5535336,1383834,2957306,739327,0.53,,,,,,,,,
Tucker Kraft,TE,Packers,5537932,1384483,1027588,256897,0.19,,,,,,,,,
Byron Young,EDGE,Rams,5555238,1388810,1040172,260043,0.19,,,,,,,,,
Marte Mapu,LB,Patriots,5563708,1390927,1046332,261583,0.19,,,,,,,,,
Zach Harrison,EDGE,Falcons,5568446,1392112,1049780,262445,0.19,,,,,,,,,
Josh Myers,C,Packers,5580142,1395036,2991927,747982,0.54,,,,,,,,,
Austin Schlottmann,C,Giants,2795000,1397500,500000,250000,0.18,,,,,,,,,
Jarrian Jones,CB,Jaguars,5596312,1399078,890044,222511,0.16,,,,,,,,,
Kamren Kinchens,S,Rams,5596312,1399078,890044,222511,0.16,,,,,,,,,
Luke McCaffrey,WR,Commanders,5596312,1399078,890044,222511,0.16,,,,,,,,,
McKinnley Jackson,IDL,Bengals,5596312,1399078,890044,222511,0.16,,,,,,,,,
Payton Wilson,LB,Steelers,5596312,1399078,890044,222511,0.16,,,,,,,,,
Albert Okwuegbunam,TE,Eagles,1400000,1400000,725000,725000,0.52,,,,,,,,,
Christian Rozeboom,LB,Rams,1400000,1400000,1400000,1400000,1,,,,,,,,,
Josh Harris,LS,Chargers,5600000,1400000,1920000,480000,0.34,,,,,,,,,
Khalil Dorsey,CB,Lions,1400000,1400000,0,0,0,,,,,,,,,
Cedric Tillman,WR,Browns,5610462,1402616,1080336,270084,0.19,,,,,,,,,
DeWayne Carter,IDL,Bills,5618048,1404512,905852,226463,0.16,,,,,,,,,
Carlos Basham Jr.,EDGE,Giants,5624942,1406236,3026547,756637,0.54,,,,,,,,,
Jalin Hyatt,WR,Giants,5625316,1406329,1091140,272785,0.19,,,,,,,,,
Jalyx Hunt,EDGE,Eagles,5633034,1408259,916752,229188,0.16,,,,,,,,,
Garrett Williams,CB,Cardinals,5634930,1408733,1098132,274533,0.2,,,,,,,,,
Adisa Isaac,EDGE,Ravens,5648034,1412009,927660,231915,0.16,,,,,,,,,
Kendre Miller,RB,Saints,5654312,1413578,1112228,278057,0.2,,,,,,,,,
Jalen McMillan,WR,Buccaneers,5663024,1415756,938564,234641,0.17,,,,,,,,,
Byron Young,IDL,Eagles,5668710,1417178,1122696,280674,0.2,,,,,,,,,
Ty'Ron Hopper,LB,Packers,5678024,1419506,949472,237368,0.17,,,,,,,,,
Elijah Jones,CB,Cardinals,5685518,1421380,954920,238730,0.17,,,,,,,,,
Tykee Smith,S,Buccaneers,5687018,1421755,956012,239003,0.17,,,,,,,,,
MarShawn Lloyd,RB,Packers,5688518,1422130,957104,239276,0.17,,,,,,,,,
Tank Dell,WR,Texans,5689104,1422276,1137528,284382,0.2,,,,,,,,,
Marist Liufau,LB,Cowboys,5691514,1422879,959284,239821,0.17,,,,,,,,,
Kenny Yeboah,TE,Jets,1425000,1425000,225000,225000,0.16,,,,,,,,,
Dominick Puni,RG,49ers,5700548,1425137,965852,241463,0.17,,,,,,,,,
Charley Hughlett,LS,Browns,5715555,1428889,1952027,488007,0.34,,,,,,,,,
Hendon Hooker,QB,Lions,5719028,1429757,1159292,289823,0.2,,,,,,,,,
Drew Sanders,LB,Broncos,5734732,1433683,1170712,292678,0.2,,,,,,,,,
Zak Zinter,LG,Browns,5734740,1433685,990720,247680,0.17,,,,,,,,,
Roman Wilson,WR,Steelers,5745168,1436292,998304,249576,0.17,,,,,,,,,
Sydney Brown,S,Eagles,5749106,1437277,1181168,295292,0.21,,,,,,,,,
Tyler Steen,RT,Eagles,5750440,1437610,1182136,295534,0.21,,,,,,,,,
Blake Corum,RB,Rams,5763762,1440941,1011828,252957,0.18,,,,,,,,,
Zacch Pickens,IDL,Bears,5763784,1440946,1191844,297961,0.21,,,,,,,,,
Tip Reiman,TE,Cardinals,5789912,1447478,1030844,257711,0.18,,,,,,,,,
JaMycal Hasty,RB,Patriots,2900000,1450000,300000,150000,0.1,,,,,,,,,
Jon Rhattigan,LB,Panthers,2900000,1450000,1500000,750000,0.52,,,,,,,,,
Nik Bonitto,EDGE,Broncos,5801888,1450472,3073278,768320,0.53,,,,,,,,,
Christian Haynes,RG,Seahawks,5802760,1450690,1040188,260047,0.18,,,,,,,,,
Jermaine Burton,WR,Bengals,5820896,1455224,1053380,263345,0.18,,,,,,,,,
James Cook,RB,Bills,5832064,1458016,3096594,774149,0.53,,,,,,,,,
Nick Bolton,LB,Chiefs,5834040,1458510,3188120,797030,0.55,,,,,,,,,
Matt Goncalves,LT,Colts,5839038,1459760,1066572,266643,0.18,,,,,,,,,
Fabian Moreau,CB,Vikings,1460000,1460000,475000,475000,0.33,,,,,,,,,
Bryan Cook,S,Chiefs,5847142,1461786,3108247,777062,0.53,,,,,,,,,
Tyler Ott,LS,Commanders,4390000,1463333,1610000,536667,0.37,,,,,,,,,
Calen Bullock,S,Texans,5856998,1464250,1079636,269909,0.18,,,,,,,,,
Delmar Glaze,RT,Raiders,5865790,1466448,1086028,271507,0.19,,,,,,,,,
Jonah Elliss,EDGE,Broncos,5870714,1467679,1089608,272402,0.19,,,,,,,,,
Drake Jackson,EDGE,49ers,5892392,1473098,3143212,785803,0.53,,,,,,,,,
Tutu Atwell,WR,Rams,5908698,1477175,3245813,811453,0.55,,,,,,,,,
Kiran Amegadjie,LT,Bears,5914322,1478581,1121324,280331,0.19,,,,,,,,,
Bralen Trice,EDGE,Falcons,5929734,1482434,1132536,283134,0.19,,,,,,,,,
Cooper Beebe,RG,Cowboys,5939718,1484930,1139796,284949,0.19,,,,,,,,,
Cam Taylor-Britt,CB,Bengals,5952730,1488183,3189835,797459,0.54,,,,,,,,,
Trevin Wallace,LB,Panthers,5959836,1489959,1154424,288606,0.19,,,,,,,,,
Thomas Hennessy,LS,Jets,5970000,1492500,1955000,488750,0.33,,,,,,,,,
Isaiah Adams,LG,Cardinals,5974778,1493695,1165292,291323,0.2,,,,,,,,,
Nyheim Hines,RB,Browns,1495000,1495000,850000,850000,0.57,,,,,,,,,
Raekwon McMillan,LB,Patriots,2990000,1495000,905000,452500,0.3,,,,,,,,,
Andru Phillips,CB,Giants,5995942,1498986,1180684,295171,0.2,,,,,,,,,
Ed Ingram,RG,Vikings,5997974,1499494,3224799,806200,0.54,,,,,,,,,
Chase Edmonds,RB,Buccaneers,1500000,1500000,1000000,1000000,0.67,,,,,,,,,
Dare Ogunbowale,RB,Texans,1500000,1500000,175000,175000,0.12,,,,,,,,,
Devin Bush,LB,Browns,1500000,1500000,500000,500000,0.33,,,,,,,,,
Eddie Jackson,S,Ravens,1500000,1500000,1000000,1000000,0.67,,,,,,,,,
K'Von Wallace,S,Seahawks,1500000,1500000,205000,205000,0.14,,,,,,,,,
Nicholas Morrow,LB,Bills,1500000,1500000,750000,750000,0.5,,,,,,,,,
Samaje Perine,RB,Chiefs,1500000,1500000,290000,290000,0.19,,,,,,,,,
Tavierre Thomas,CB,Buccaneers,1500000,1500000,750000,750000,0.5,,,,,,,,,
Trenton Irwin,WR,Bengals,1500000,1500000,250000,250000,0.17,,,,,,,,,
Elijah Campbell,S,Dolphins,1505000,1505000,355000,355000,0.24,,,,,,,,,
Junior Colson,LB,Chargers,6027006,1506752,1203276,300819,0.2,,,,,,,,,
Trenton Scott,RT,Commanders,3020000,1510000,655000,327500,0.22,,,,,,,,,
Caedan Wallace,LT,Patriots,6043304,1510826,1215128,303782,0.2,,,,,,,,,
Brandon Coleman,LT,Commanders,6058224,1514556,1225980,306495,0.2,,,,,,,,,
Trey Benson,RB,Cardinals,6059606,1514902,1226984,306746,0.2,,,,,,,,,
Marvin Mims,WR,Broncos,6068634,1517159,3189399,797350,0.53,,,,,,,,,
Malachi Corley,WR,Jets,6073456,1518364,1237060,309265,0.2,,,,,,,,,
Juice Scruggs,C,Texans,6099108,1524777,3212948,803237,0.53,,,,,,,,,
Troy Andersen,LB,Falcons,6103574,1525894,3306399,826600,0.54,,,,,,,,,
Brenton Strange,TE,Jaguars,6114342,1528586,3224717,806179,0.53,,,,,,,,,
D.J. Turner,CB,Bengals,6160040,1540010,3260030,815008,0.53,,,,,,,,,
Dayo Odeyingbo,EDGE,Colts,6177530,1544383,3453545,863386,0.56,,,,,,,,,
Luke Goedeke,LG,Buccaneers,6178986,1544747,3364671,841168,0.55,,,,,,,,,
Cameron Lewis,CB,Bills,3100000,1550000,1125000,562500,0.36,,,,,,,,,
Chris Conley,WR,49ers,1550000,1550000,460000,460000,0.3,,,,,,,,,
Khari Blasingame,FB,Bears,1550000,1550000,0,0,0,,,,,,,,,
Nick Moore,LS,Ravens,1550000,1550000,450000,450000,0.29,,,,,,,,,
O'Cyrus Torrence,RG,Bills,6220980,1555245,3307120,826780,0.53,,,,,,,,,
Sam Williams,EDGE,Cowboys,6224254,1556064,3399649,849912,0.55,,,,,,,,,
Luke Schoonmaker,TE,Cowboys,6266678,1566670,3342433,835608,0.53,,,,,,,,,
Trey McBride,TE,Cardinals,6299660,1574915,3457900,864475,0.55,,,,,,,,,
Joe Cardona,LS,Patriots,6300000,1575000,2600000,650000,0.41,,,,,,,,,
Zach Wood,LS,Saints,6310000,1577500,2300000,575000,0.37,,,,,,,,,
Dillon Radunz,RT,Titans,6326874,1581719,3568949,892237,0.56,,,,,,,,,
John Michael Schmitz,C,Giants,6373334,1593334,3424849,856212,0.54,,,,,,,,,
Renardo Green,CB,49ers,6389874,1597469,3347629,836907,0.52,,,,,,,,,
Kingsley Suamataia,LT,Chiefs,6421506,1605377,3372071,843018,0.53,,,,,,,,,
Roger Rosengarten,RT,Ravens,6437314,1609329,3384289,846072,0.53,,,,,,,,,
J.K. Dobbins,RB,Chargers,1610000,1610000,50000,50000,0.03,,,,,,,,,
Tyrique Stevenson,CB,Bears,6449502,1612376,3483707,870927,0.54,,,,,,,,,
Skyy Moore,WR,Chiefs,6450506,1612627,3574481,893620,0.55,,,,,,,,,
Luke Rhodes,LS,Colts,6465000,1616250,0,0,0,,,,,,,,,
Ennis Rakestraw,CB,Lions,6484746,1621187,3420941,855235,0.53,,,,,,,,,
Rashee Rice,WR,Chiefs,6495218,1623805,3519033,879758,0.54,,,,,,,,,
Cole Bishop,S,Bills,6547996,1636999,0,0,0,,,,,,,,,
Tuli Tuipulotu,EDGE,Chargers,6571382,1642846,3577887,894472,0.54,,,,,,,,,
Blake Fisher,RT,Texans,6595438,1648860,3562252,890563,0.54,,,,,,,,,
Khalil Davis,IDL,Texans,1650000,1650000,350000,350000,0.21,,,,,,,,,
Mario Edwards Jr.,IDL,Texans,1650000,1650000,500000,500000,0.3,,,,,,,,,
Alec Pierce,WR,Colts,6601342,1650336,3691037,922759,0.56,,,,,,,,,
Javon Bullard,S,Packers,6706132,1676533,3735287,933822,0.56,,,,,,,,,
Gervon Dexter,IDL,Bears,6723732,1680933,3695612,923903,0.55,,,,,,,,,
George Pickens,WR,Steelers,6752188,1688047,3867506,966877,0.57,,,,,,,,,
Azeez Ojulari,EDGE,Giants,6774914,1693729,3915159,978790,0.58,,,,,,,,,
Chris Braswell,EDGE,Buccaneers,6785196,1696299,3885353,971338,0.57,,,,,,,,,
Clyde Edwards-Helaire,RB,Chiefs,1700000,1700000,1325000,1325000,0.78,,,,,,,,,
Justin Watson,WR,Chiefs,3400000,1700000,1300000,650000,0.38,,,,,,,,,
Kris Boyd,CB,Texans,1700000,1700000,325000,325000,0.19,,,,,,,,,
Marshawn Kneeland,EDGE,Cowboys,6832646,1708162,4011379,1002845,0.59,,,,,,,,,
Zach Charbonnet,RB,Seahawks,6876078,1719020,3813333,953333,0.56,,,,,,,,,
Cameron Jurgens,C,Eagles,6903024,1725756,3924154,981039,0.57,,,,,,,,,
Patrick Paul,LT,Dolphins,6911696,1727924,4163624,1040906,0.6,,,,,,,,,
Rondale Moore,WR,Falcons,6924254,1731064,4030559,1007640,0.58,,,,,,,,,
Adoree' Jackson,CB,Giants,1750000,1750000,0,0,0,,,,,,,,,
Eric Murray,S,Texans,1750000,1750000,425000,425000,0.24,,,,,,,,,
Jeff Wilson,RB,Dolphins,1750000,1750000,400000,400000,0.23,,,,,,,,,
Khyiris Tonga,IDL,Cardinals,1750000,1750000,400000,400000,0.23,,,,,,,,,
Myles Bryant,CB,Texans,1750000,1750000,800000,800000,0.46,,,,,,,,,
Riley Dixon,P,Broncos,3500000,1750000,1000000,500000,0.29,,,,,,,,,
Trystan Colon,C,Cardinals,1750000,1750000,450000,450000,0.26,,,,,,,,,
Cam Smith,CB,Dolphins,7028432,1757108,3931062,982766,0.56,,,,,,,,,
Tyquan Thornton,WR,Patriots,7053860,1763465,4040710,1010178,0.57,,,,,,,,,
Kentavius Street,EDGE,Falcons,1765000,1765000,300000,300000,0.17,,,,,,,,,
Michael Hall Jr.,IDL,Browns,7069828,1767457,4379410,1094853,0.62,,,,,,,,,
Aaron Banks,LG,49ers,7073608,1768402,4145968,1036492,0.59,,,,,,,,,
Nick Leverett,LG,Patriots,1775000,1775000,575000,575000,0.32,,,,,,,,,
Benito Jones,IDL,Dolphins,1790000,1790000,1790000,1790000,1,,,,,,,,,
Jihad Ward,EDGE,Vikings,1790000,1790000,1000000,1000000,0.56,,,,,,,,,
Jordan Phillips,IDL,Cowboys,1790000,1790000,430000,430000,0.24,,,,,,,,,
Josh Jones,LT,Ravens,1790000,1790000,665000,665000,0.37,,,,,,,,,
Poona Ford,IDL,Chargers,1790000,1790000,665000,665000,0.37,,,,,,,,,
Trent Sherfield,WR,Vikings,1790000,1790000,1000000,1000000,0.56,,,,,,,,,
Troy Dye,LB,Chargers,1790000,1790000,665000,665000,0.37,,,,,,,,,
Jayden Reed,WR,Packers,7180778,1795195,4048783,1012196,0.56,,,,,,,,,
Adam Butler,IDL,Raiders,1800000,1800000,1100000,1100000,0.61,,,,,,,,,
Dan Feeney,LG,Vikings,1800000,1800000,1375000,1375000,0.76,,,,,,,,,
David Quessenberry,RT,Vikings,1800000,1800000,1375000,1375000,0.76,,,,,,,,,
Maurice Hurst,IDL,Browns,1800000,1800000,1000000,1000000,0.56,,,,,,,,,
Michael Deiter,LG,Commanders,1800000,1800000,320000,320000,0.18,,,,,,,,,
Alontae Taylor,CB,Saints,7204696,1801174,4157266,1039317,0.58,,,,,,,,,
Asante Samuel Jr.,CB,Chargers,7222948,1805737,4261368,1065342,0.59,,,,,,,,,
Ben Sinnott,TE,Commanders,7227950,1806988,4597851,1149463,0.64,,,,,,,,,
Keeanu Benton,IDL,Steelers,7333124,1833281,4279836,1069959,0.58,,,,,,,,,
Jaquan Brisker,S,Bears,7355542,1838886,4273827,1068457,0.58,,,,,,,,,
Adonai Mitchell,WR,Colts,7386086,1846522,4817431,1204358,0.65,,,,,,,,,
Ameer Abdullah,RB,Raiders,1850000,1850000,850000,850000,0.46,,,,,,,,,
Blake Gillikin,K,Cardinals,3700000,1850000,1200000,600000,0.32,,,,,,,,,
Jeremiah Ledbetter,IDL,Jaguars,1850000,1850000,1000000,1000000,0.54,,,,,,,,,
Cody Mauch,RT,Buccaneers,7485470,1871368,4613240,1153310,0.62,,,,,,,,,
Phidarian Mathis,IDL,Commanders,7506378,1876595,4501374,1125344,0.6,,,,,,,,,
Isaiah Wynn,RT,Dolphins,1885000,1885000,1000000,1000000,0.53,,,,,,,,,
Zach Frazier,C,Steelers,7544214,1886054,5039272,1259818,0.67,,,,,,,,,
Jonathan Owens,S,Bears,3800000,1900000,1000000,500000,0.26,,,,,,,,,
Nick Mullens,QB,Vikings,1900000,1900000,0,0,0,,,,,,,,,
Walker Little,LT,Jaguars,7621702,1905426,4569497,1142374,0.6,,,,,,,,,
Quan Martin,S,Commanders,7637824,1909456,5111995,1277999,0.67,,,,,,,,,
Mike Sainristil,CB,Commanders,7702336,1925584,5258934,1314734,0.68,,,,,,,,,
Josh Paschal,EDGE,Lions,7735658,1933915,4842553,1210638,0.63,,,,,,,,,
Demetrius Flannigan-Fowles,S,49ers,1935000,1935000,1935000,1935000,1,,,,,,,,,
Keion White,EDGE,Patriots,7790170,1947543,5321683,1330421,0.68,,,,,,,,,
Jordan Akins,TE,Browns,3900000,1950000,1730000,865000,0.44,,,,,,,,,
Siran Neal,CB,Dolphins,1950000,1950000,650000,650000,0.33,,,,,,,,,
Kris Jenkins Jr.,IDL,Bengals,7860464,1965116,5480322,1370081,0.7,,,,,,,,,
Trevon Moehrig,S,Raiders,7895012,1973753,4780692,1195173,0.61,,,,,,,,,
David Ojabo,EDGE,Ravens,7909124,1977281,5401594,1350399,0.68,,,,,,,,,
Alexander Mattison,RB,Raiders,2000000,2000000,1650000,1650000,0.83,,,,,,,,,
Andrus Peat,LT,Raiders,2000000,2000000,450000,450000,0.23,,,,,,,,,
Arthur Maulet,CB,Ravens,4000000,2000000,500000,250000,0.13,,,,,,,,,
Avonte Maddox,CB,Eagles,2000000,2000000,875000,875000,0.44,,,,,,,,,
Brandon Powell,WR,Vikings,2000000,2000000,625000,625000,0.31,,,,,,,,,
Calais Campbell,IDL,Dolphins,2000000,2000000,790000,790000,0.4,,,,,,,,,
Chris Moore,WR,Cardinals,2000000,2000000,750000,750000,0.38,,,,,,,,,
Chuck Clark,S,Jets,2000000,2000000,1830000,1830000,0.92,,,,,,,,,
Corey Bojorquez,P,Browns,4000000,2000000,2750000,1375000,0.69,,,,,,,,,
Daniel Ekuale,IDL,Patriots,4000000,2000000,1000000,500000,0.25,,,,,,,,,
Daniel Thomas,S,Jaguars,4000000,2000000,2000000,1000000,0.5,,,,,,,,,
Derek Barnett,EDGE,Texans,2000000,2000000,1000000,1000000,0.5,,,,,,,,,
Derrick Nnadi,IDL,Chiefs,2000000,2000000,1790000,1790000,0.9,,,,,,,,,
Ezekiel Elliott,RB,Cowboys,2000000,2000000,1625000,1625000,0.81,,,,,,,,,
Greg Van Roten,RG,Giants,2000000,2000000,920000,920000,0.46,,,,,,,,,
J.K. Scott,P,Chargers,4000000,2000000,820000,410000,0.21,,,,,,,,,
Jamie Gillan,P,Giants,4000000,2000000,1000000,500000,0.25,,,,,,,,,
Johnny Mundt,TE,Vikings,2000000,2000000,750000,750000,0.38,,,,,,,,,
Jordan Poyer,S,Dolphins,2000000,2000000,1000000,1000000,0.5,,,,,,,,,
Kevin Givens,IDL,49ers,2000000,2000000,2000000,2000000,1,,,,,,,,,
Marcedes Lewis,TE,Bears,2000000,2000000,1000000,1000000,0.5,,,,,,,,,
Nick Westbrook-Ikhine,WR,Titans,2000000,2000000,750000,750000,0.38,,,,,,,,,
Olisaemeka Udoh,RT,Saints,2000000,2000000,2000000,2000000,1,,,,,,,,,
Robert Jones,RG,Dolphins,2000000,2000000,1200000,1200000,0.6,,,,,,,,,
Sam Martin,P,Bills,6000000,2000000,2365000,788333,0.39,,,,,,,,,
Taven Bryan,IDL,Colts,2000000,2000000,1125000,1125000,0.56,,,,,,,,,
Travis Homer,RB,Bears,4000000,2000000,1750000,875000,0.44,,,,,,,,,
Liam Eichenberg,C,Dolphins,8014482,2003621,4873007,1218252,0.61,,,,,,,,,
Maason Smith,IDL,Jaguars,8018600,2004650,5703444,1425861,0.71,,,,,,,,,
Brian Branch,S,Lions,8021742,2005436,5623617,1405904,0.7,,,,,,,,,
John Metchie III,WR,Texans,8070176,2017544,5626046,1406512,0.7,,,,,,,,,
Brandon Allen,QB,49ers,2020000,2020000,700000,700000,0.35,,,,,,,,,
Levi Onwuzurike,IDL,Lions,8148892,2037223,4976872,1244218,0.61,,,,,,,,,
Tyler Nubin,S,Giants,8176718,2044180,5935968,1483992,0.73,,,,,,,,,
Wan'Dale Robinson,WR,Giants,8185166,2046292,5791409,1447852,0.71,,,,,,,,,
Julius Brents,CB,Colts,8196936,2049234,5975996,1493999,0.73,,,,,,,,,
Eddy Pineiro,K,Panthers,4100000,2050000,2250000,1125000,0.55,,,,,,,,,
Johnathan Hankins,IDL,Seahawks,2050000,2050000,300000,300000,0.15,,,,,,,,,
Richie Grant,S,Falcons,8268374,2067094,5069199,1267300,0.61,,,,,,,,,
Andrew Booth Jr.,CB,Cowboys,8305828,2076457,5957187,1489297,0.72,,,,,,,,,
Joe Tippmann,C,Jets,8359604,2089901,6167665,1541916,0.74,,,,,,,,,
Teven Jenkins,RG,Bears,8387848,2096962,5261518,1315380,0.63,,,,,,,,,
Amen Ogbongbemiga,LB,Bears,2100000,2100000,1000000,1000000,0.48,,,,,,,,,
Braden Mann,P,Eagles,4200000,2100000,2775000,1387500,0.66,,,,,,,,,
Corey Ballentine,CB,Packers,2100000,2100000,500000,500000,0.24,,,,,,,,,
Jake Bailey,P,Dolphins,4200000,2100000,2225000,1112500,0.53,,,,,,,,,
Jonathon Brooks,RB,Panthers,8417082,2104271,6240268,1560067,0.74,,,,,,,,,
Kenneth Walker III,RB,Seahawks,8441580,2110395,6144040,1536010,0.73,,,,,,,,,
Luke Musgrave,TE,Packers,8475742,2118936,6348437,1587109,0.75,,,,,,,,,
Boye Mafe,EDGE,Seahawks,8562260,2140565,6319290,1579823,0.74,,,,,,,,,
B.J. Ojulari,EDGE,Cardinals,8597614,2149404,6532849,1633212,0.76,,,,,,,,,
Edgerrin Cooper,LB,Packers,8598920,2149730,6568275,1642069,0.76,,,,,,,,,
Braxton Berrios,WR,Dolphins,2150000,2150000,1200000,1200000,0.56,,,,,,,,,
Kyler Gordon,CB,Bears,8682930,2170733,6495022,1623756,0.75,,,,,,,,,
Jevon Holland,S,Dolphins,8716404,2179101,6257796,1564449,0.72,,,,,,,,,
Isaiah Foskey,EDGE,Saints,8734722,2183681,6731557,1682889,0.77,,,,,,,,,
Jackson Powers-Johnson,RG,Raiders,8767762,2191941,6777157,1694289,0.77,,,,,,,,,
Armon Watts,IDL,Patriots,2200000,2200000,800000,800000,0.36,,,,,,,,,
Marco Wilson,CB,Patriots,2200000,2200000,600000,600000,0.27,,,,,,,,,
Arnold Ebiketie,EDGE,Falcons,8818692,2204673,6911142,1727786,0.78,,,,,,,,,
Jonathan Mingo,WR,Panthers,8856606,2214152,6898887,1724722,0.78,,,,,,,,,
Javonte Williams,RB,Broncos,8865754,2216439,6718251,1679563,0.76,,,,,,,,,
Max Melton,CB,Cardinals,8888308,2222077,6931266,1732817,0.78,,,,,,,,,
Elijah Moore,WR,Browns,8940422,2235106,7061273,1765318,0.79,,,,,,,,,
Jalen Pitre,S,Texans,8954436,2238609,7028376,1757094,0.79,,,,,,,,,
Matthew Bergeron,LG,Falcons,8978482,2244621,7014143,1753536,0.78,,,,,,,,,
Jonathan Bullard,IDL,Vikings,2250000,2250000,750000,750000,0.33,,,,,,,,,
Joshua Dobbs,QB,49ers,2250000,2250000,2250000,2250000,1,,,,,,,,,
Marquez Valdes-Scantling,WR,Bills,2250000,2250000,2250000,2250000,1,,,,,,,,,
Royce Newman,LG,Buccaneers,2250000,2250000,0,0,0,,,,,,,,,
Zach Pascal,WR,Cardinals,4500000,2250000,1500000,750000,0.33,,,,,,,,,
Zay Jones,WR,Cardinals,2250000,2250000,1150000,1150000,0.51,,,,,,,,,
Breece Hall,RB,Jets,9014768,2253692,7080482,1770121,0.79,,,,,,,,,
Kamari Lassiter,CB,Texans,9014800,2253698,7090508,1772627,0.79,,,,,,,,,
Nick Chubb,RB,Browns,2275000,2275000,2050000,2050000,0.9,,,,,,,,,
Derick Hall,EDGE,Seahawks,9115604,2278901,7222566,1805642,0.79,,,,,,,,,
Kool-Aid McKinstry,CB,Saints,9157108,2289277,7282112,1820528,0.8,,,,,,,,,
Roger McCreary,CB,Titans,9165614,2291404,7245757,1811439,0.79,,,,,,,,,
Denzel Perryman,LB,Chargers,2300000,2300000,1875000,1875000,0.82,,,,,,,,,
Neville Hewitt,LB,Texans,2300000,2300000,1950000,1950000,0.85,,,,,,,,,
Reggie Gilliam,FB,Bills,4600000,2300000,1895000,947500,0.41,,,,,,,,,
Christian Watson,WR,Packers,9241026,2310257,7425885,1856471,0.8,,,,,,,,,
Steve Avila,LG,Rams,9252708,2313177,7442147,1860537,0.8,,,,,,,,,
Cooper DeJean,CB,Eagles,9283622,2320906,5831021,1457755,0.63,,,,,,,,,
Michael Mayer,TE,Raiders,9313638,2328410,7596697,1899174,0.82,,,,,,,,,
Logan Hall,IDL,Buccaneers,9316454,2329114,7566029,1891507,0.81,,,,,,,,,
Evan Brown,C,Cardinals,2350000,2350000,1100000,1100000,0.47,,,,,,,,,
Braden Fiske,IDL,Rams,9410122,2352531,7643653,1910913,0.81,,,,,,,,,
Sam LaPorta,TE,Lions,9465998,2366500,7825179,1956295,0.83,,,,,,,,,
Will Levis,QB,Titans,9542162,2385541,8730957,2182739,0.92,,,,,,,,,
T'Vondre Sweat,IDL,Titans,9552440,2388110,7926795,1981699,0.83,,,,,,,,,
Nick Harris,C,Browns,2395000,2395000,0,0,0,,,,,,,,,
Tyler Boyd,WR,Titans,2400000,2400000,1200000,1200000,0.5,,,,,,,,,
Joey Porter Jr.,CB,Steelers,9618348,2404587,8999870,2249968,0.94,,,,,,,,,
Dalton Risner,LG,Vikings,2410000,2410000,1100000,1100000,0.46,,,,,,,,,
Ja'Lynn Polk,WR,Patriots,9694744,2423686,8214275,2053569,0.85,,,,,,,,,
Jer'Zhan Newton,IDL,Commanders,9757990,2439498,8432355,2108089,0.86,,,,,,,,,
Ruke Orhorhoro,IDL,Falcons,9916126,2479032,8735167,2183792,0.88,,,,,,,,,
Ladd McConkey,WR,Chargers,9995186,2498797,9185943,2296486,0.92,,,,,,,,,
Cody Barton,LB,Broncos,2500000,2500000,2330000,2330000,0.93,,,,,,,,,
Cody Whitehair,LG,Raiders,2500000,2500000,1350000,1350000,0.54,,,,,,,,,
Cooper Rush,QB,Cowboys,5000000,2500000,2750000,1375000,0.55,,,,,,,,,
Dawuane Smoot,EDGE,Bills,2500000,2500000,1750000,1750000,0.7,,,,,,,,,
Dean Lowry,IDL,Steelers,5000000,2500000,1250000,625000,0.25,,,,,,,,,
Duke Riley,LB,Dolphins,5000000,2500000,2250000,1125000,0.45,,,,,,,,,
Isaiah Oliver,CB,Jets,2500000,2500000,2160000,2160000,0.86,,,,,,,,,
Kendall Lamm,RT,Dolphins,2500000,2500000,1600000,1600000,0.64,,,,,,,,,
Leki Fotu,IDL,Jets,2500000,2500000,2160000,2160000,0.86,,,,,,,,,
Linval Joseph,IDL,Cowboys,2500000,2500000,2000000,2000000,0.8,,,,,,,,,
Mike Gesicki,TE,Bengals,2500000,2500000,400000,400000,0.16,,,,,,,,,
Ray-Ray McCloud,WR,Falcons,5000000,2500000,2125000,1062500,0.43,,,,,,,,,
Rigoberto Sanchez,P,Colts,7500000,2500000,2500000,833333,0.33,,,,,,,,,
Tanoh Kpassagnon,EDGE,Saints,5000000,2500000,2500000,1250000,0.5,,,,,,,,,
Tremon Smith,CB,Broncos,5000000,2500000,2500000,1250000,0.5,,,,,,,,,
Wes Schweitzer,C,Jets,5000000,2500000,3165000,1582500,0.63,,,,,,,,,
Keon Coleman,WR,Bills,10074258,2518565,9640495,2410124,0.96,,,,,,,,,
Taylor Heinicke,QB,Chargers,2530000,2530000,1320000,1320000,0.52,,,,,,,,,
Johnny Hekker,P,Panthers,7620000,2540000,4870000,1623333,0.64,,,,,,,,,
Thomas Morstead,P,Jets,5100000,2550000,2210000,1105000,0.43,,,,,,,,,
Tashaun Gipson,S,Jaguars,2553750,2553750,525000,525000,0.21,,,,,,,,,
Kelvin Beachum,RT,Cardinals,5150000,2575000,3260000,1630000,0.63,,,,,,,,,
Sam Franklin,S,Panthers,2575000,2575000,1125000,1125000,0.44,,,,,,,,,
